Addresss,station,walk_min,sale_price ,layout,floor_area_sqm,building_age,structure,description
あすみが丘,土気,16,20000000,４ＬＤＫ,85,2007年,ＲＣ,あすみが丘、土気から16、2007年、ＲＣの４ＬＤＫ、85のマンションが20000000で取引された。
高津戸町,土気,13,9900000,３ＬＤＫ,75,1986年,ＳＲＣ,高津戸町、土気から13、1986年、ＳＲＣの３ＬＤＫ、75のマンションが9900000で取引された。
高津戸町,土気,13,9900000,３ＬＤＫ,75,1986年,ＳＲＣ,高津戸町、土気から13、1986年、ＳＲＣの３ＬＤＫ、75のマンションが9900000で取引された。
高津戸町,土気,11,4200000,３ＬＤＫ,60,1991年,ＳＲＣ,高津戸町、土気から11、1991年、ＳＲＣの３ＬＤＫ、60のマンションが4200000で取引された。
高津戸町,土気,11,9500000,３ＬＤＫ,70,1992年,ＳＲＣ,高津戸町、土気から11、1992年、ＳＲＣの３ＬＤＫ、70のマンションが9500000で取引された。
高津戸町,土気,13,8500000,３ＬＤＫ,60,1992年,ＳＲＣ,高津戸町、土気から13、1992年、ＳＲＣの３ＬＤＫ、60のマンションが8500000で取引された。
高津戸町,土気,12,4800000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、75のマンションが4800000で取引された。
土気町,土気,8,3600000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から8、1994年、ＲＣの３ＬＤＫ、60のマンションが3600000で取引された。
土気町,土気,8,9200000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から8、1994年、ＲＣの３ＬＤＫ、60のマンションが9200000で取引された。
土気町,土気,8,11000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
土気町,土気,11,5000000,,50,2001年,ＲＣ,土気町、土気から11、2001年、ＲＣの、50のマンションが5000000で取引された。
土気町,土気,8,6700000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から8、1994年、ＲＣの３ＬＤＫ、60のマンションが6700000で取引された。
土気町,土気,8,10000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが10000000で取引された。
あすみが丘,土気,19,20000000,３ＬＤＫ,70,2007年,ＲＣ,あすみが丘、土気から19、2007年、ＲＣの３ＬＤＫ、70のマンションが20000000で取引された。
あすみが丘,土気,15,14000000,３ＬＤＫ,75,1997年,ＳＲＣ,あすみが丘、土気から15、1997年、ＳＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,21,12000000,３ＬＤＫ,75,1998年,ＳＲＣ,あすみが丘、土気から21、1998年、ＳＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
あすみが丘,土気,28,14000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から28、1994年、ＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,23,12000000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から23、1994年、ＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
あすみが丘,土気,23,11000000,２ＬＤＫ,60,1994年,ＲＣ,あすみが丘、土気から23、1994年、ＲＣの２ＬＤＫ、60のマンションが11000000で取引された。
あすみが丘,土気,18,14000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から18、1995年、ＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,23,17000000,４ＬＤＫ,95,1993年,ＲＣ,あすみが丘、土気から23、1993年、ＲＣの４ＬＤＫ、95のマンションが17000000で取引された。
あすみが丘,土気,25,14000000,３ＬＤＫ,75,1996年,ＲＣ,あすみが丘、土気から25、1996年、ＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,4,11000000,３ＬＤＫ,65,1993年,ＲＣ,あすみが丘、土気から4、1993年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
あすみが丘,土気,21,9600000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から21、1994年、ＲＣの３ＬＤＫ、75のマンションが9600000で取引された。
あすみが丘,土気,21,11000000,３ＬＤＫ,70,1997年,ＳＲＣ,あすみが丘、土気から21、1997年、ＳＲＣの３ＬＤＫ、70のマンションが11000000で取引された。
あすみが丘,土気,25,15000000,３ＬＤＫ,85,1993年,ＲＣ,あすみが丘、土気から25、1993年、ＲＣの３ＬＤＫ、85のマンションが15000000で取引された。
あすみが丘,土気,23,14000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から23、1995年、ＲＣの３ＬＤＫ、70のマンションが14000000で取引された。
あすみが丘,土気,16,16000000,３ＬＤＫ,65,2007年,ＲＣ,あすみが丘、土気から16、2007年、ＲＣの３ＬＤＫ、65のマンションが16000000で取引された。
あすみが丘,土気,23,13000000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から23、1994年、ＲＣの３ＬＤＫ、70のマンションが13000000で取引された。
あすみが丘,土気,23,14000000,３ＬＤＫ,75,1997年,ＳＲＣ,あすみが丘、土気から23、1997年、ＳＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,19,14000000,３ＬＤＫ,80,1993年,ＲＣ,あすみが丘、土気から19、1993年、ＲＣの３ＬＤＫ、80のマンションが14000000で取引された。
あすみが丘,土気,18,12000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から18、1995年、ＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
あすみが丘,土気,19,11000000,３ＬＤＫ,75,1993年,ＲＣ,あすみが丘、土気から19、1993年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,23,14000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から23、1994年、ＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,23,14000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から23、1995年、ＲＣの３ＬＤＫ、70のマンションが14000000で取引された。
あすみが丘,土気,23,13000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から23、1994年、ＲＣの３ＬＤＫ、75のマンションが13000000で取引された。
あすみが丘,土気,19,9500000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から19、1995年、ＲＣの３ＬＤＫ、70のマンションが9500000で取引された。
あすみが丘,土気,15,11000000,３ＬＤＫ,80,1993年,ＲＣ,あすみが丘、土気から15、1993年、ＲＣの３ＬＤＫ、80のマンションが11000000で取引された。
あすみが丘,土気,14,130000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から14、1997年、ＲＣの３ＬＤＫ、75のマンションが130000000で取引された。
あすみが丘,土気,19,12000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から19、1995年、ＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
あすみが丘,土気,19,12000000,３ＬＤＫ,85,1995年,ＲＣ,あすみが丘、土気から19、1995年、ＲＣの３ＬＤＫ、85のマンションが12000000で取引された。
あすみが丘,土気,20,13000000,３ＬＤＫ,75,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの３ＬＤＫ、75のマンションが13000000で取引された。
あすみが丘,土気,15,14000000,３ＬＤＫ,75,1997年,,あすみが丘、土気から15、1997年、の３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,,13000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から、1995年、ＲＣの３ＬＤＫ、75のマンションが13000000で取引された。
あすみが丘,土気,15,11000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から15、1995年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,23,14000000,３ＬＤＫ,85,1993年,ＲＣ,あすみが丘、土気から23、1993年、ＲＣの３ＬＤＫ、85のマンションが14000000で取引された。
あすみが丘,土気,3,12000000,３ＬＤＫ,65,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの３ＬＤＫ、65のマンションが12000000で取引された。
あすみが丘,土気,23,16000000,４ＬＤＫ,90,1993年,ＲＣ,あすみが丘、土気から23、1993年、ＲＣの４ＬＤＫ、90のマンションが16000000で取引された。
あすみが丘,土気,,12000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から、1995年、ＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
高津戸町,土気,6,7000000,３ＬＤＫ,60,1992年,ＳＲＣ,高津戸町、土気から6、1992年、ＳＲＣの３ＬＤＫ、60のマンションが7000000で取引された。
高津戸町,土気,6,3000000,２ＬＤＫ,50,1992年,ＲＣ,高津戸町、土気から6、1992年、ＲＣの２ＬＤＫ、50のマンションが3000000で取引された。
高津戸町,土気,14,9600000,３ＬＤＫ,70,1992年,ＳＲＣ,高津戸町、土気から14、1992年、ＳＲＣの３ＬＤＫ、70のマンションが9600000で取引された。
高津戸町,土気,11,14000000,４ＬＤＫ,95,1992年,ＳＲＣ,高津戸町、土気から11、1992年、ＳＲＣの４ＬＤＫ、95のマンションが14000000で取引された。
高津戸町,土気,12,8400000,３ＬＤＫ,70,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、70のマンションが8400000で取引された。
高津戸町,土気,15,11000000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から15、1992年、ＳＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
高津戸町,土気,13,9600000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から13、1992年、ＳＲＣの３ＬＤＫ、75のマンションが9600000で取引された。
高津戸町,土気,,8500000,２ＬＤＫ,75,1992年,,高津戸町、土気から、1992年、の２ＬＤＫ、75のマンションが8500000で取引された。
土気町,土気,7,12000000,３ＬＤＫ,70,1997年,ＲＣ,土気町、土気から7、1997年、ＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
土気町,土気,5,11000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から5、1998年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
土気町,土気,9,4800000,３ＬＤＫ,50,1994年,ＲＣ,土気町、土気から9、1994年、ＲＣの３ＬＤＫ、50のマンションが4800000で取引された。
